Drug_ID,Drug_Name,Company,Region,Sale_Date,Approval_Date,Category,Units_Sold,Price_INR,Revenue_INR,Batch_Number,Manufacturing_Plant,Side_Effects_Reported,Clinical_Trial_Phase,Success_Rate,Regulatory_Status,Doctor_Prescriptions,Customer_Rating,Distribution_Channel,Country,Marketing_Spend_INR
131,Metformin,Dr. Reddy's,souTh,2025-01-06 10:00:00,2020-10-31,Analgesic,535,19043.02,10188015.7,1236,Ahmedabad,24,Phase 3,53.86,Approved,32,4.5,Retail Pharmacy,India,3130049.09
132,Ibuprofen,Sun Pharma,Central,2025-01-06 11:00:00,2019-01-10,Antidiabetic,868,27227.07,23633096.76,4744,Pune,24,Phase 3,86.43,Rejected,52,1.8,Retail Pharmacy,India,3832746.62
133,Ciprofloxacin,Lupin, east,2025-01-06 12:00:00,2018-06-25,Analgesic,807,34830.92,28108552.44,1747,Hyderabad,18,Phase 1,82.14,Approved,13,1.6,Retail Pharmacy,India,2383089.53
134,Atorvastatin,Zydus,East Zone,2025-01-06 13:00:00,2019-05-07,Vaccine,222,6296.71,1397869.62,3268,Hyderabad,32,Phase 1,73.14,Rejected,61,3.1,Retail Pharmacy,India,844134.44
135,Paracetamol,Dr. Reddy's,SOUTH,2025-01-06 14:00:00,2016-10-17,Gastrointestinal,54,7000.39,378021.06,1785,Hyderabad,14,Phase 2,65.72,Pending,36,1.6,Online,India,738952.86
136,Azithromycin,Dr. Reddy's,west region,2025-01-06 15:00:00,2022-07-21,Cardiovascular,348,38061.82,13245513.36,4586,Mumbai,14,Phase 1,77.37,Rejected,19,2.1,Hospital,India,3081782.7
137,Ciprofloxacin,Biocon,SOUTH,2025-01-06 16:00:00,2022-07-17,Antidiabetic,361,27701.93,10000396.73,1610,Bangalore,3,Phase 4,90.93,Approved,79,2.4,Distributor,India,189389.86
138,Atorvastatin,Aurobindo,Central,2025-01-06 17:00:00,2015-05-08,Cardiovascular,186,6553.1,1218876.6,4300,Hyderabad,13,Phase 1,86.8,Rejected,44,1.1,Online,India,3494141.47
139,Paracetamol,Biocon,Central,2025-01-06 18:00:00,2021-12-21,Antibiotic,408,23243.19,9483221.52,2460,Ahmedabad,31,Phase 4,62.23,Approved,31,3.6,Hospital,India,2494647.77
140,Ciprofloxacin,Dr. Reddy's,WEST,2025-01-06 19:00:00,2021-01-16,Antibiotic,194,4738.33,919236.02,1808,Bangalore,9,Phase 2,83.73,Pending,95,4.5,Online,India,3352080.17
141,Amoxicillin,Biocon,NORTH ,2025-01-06 20:00:00,2016-08-06,Antibiotic,401,19546.6,7838186.6,4846,Pune,41,Phase 3,95.05,Approved,90,3.1,Online,India,4578243.42
142,Ciprofloxacin,Lupin,south ,2025-01-06 21:00:00,2019-07-19,Cardiovascular,174,20313.25,3534505.5,2040,Hyderabad,11,Phase 4,71.01,Rejected,45,2.1,Online,India,2827500.36
143,Amlodipine,Sun Pharma,WEST,2025-01-06 22:00:00,2019-03-12,Antidiabetic,909,10597.93,9633518.37,3732,Ahmedabad,30,Phase 2,92.81,Pending,64,3.3,Retail Pharmacy,India,1947911.06
144,Ciprofloxacin,Sun Pharma, North Region,2025-01-06 23:00:00,2015-07-15,Gastrointestinal,912,7895.33,7200540.96,2582,Bangalore,12,Phase 4,90.69,Approved,98,4.9,Distributor,India,787418.07
145,Azithromycin,Glenmark,SOUTH,2025-01-07 00:00:00,2019-12-19,Gastrointestinal,53,4942.88,261972.64,3732,Bangalore,46,Phase 4,66.9,Pending,30,3.9,Online,India,160801.56
146,Omeprazole,Dr. Reddy's,Central,2025-01-07 01:00:00,2020-04-01,Cardiovascular,873,15884.16,13866871.68,4454,Hyderabad,1,Phase 4,66.21,Pending,35,3.8,Hospital,India,1320505.66
147,Amoxicillin,Torrent,west region,2025-01-07 02:00:00,2015-12-20,Gastrointestinal,146,3287.1,479916.6,4647,Pune,12,Phase 2,93.14,Rejected,53,2.0,Retail Pharmacy,India,3048107.4
148,Losartan,Cadila,south ,2025-01-07 03:00:00,2016-09-15,Antidiabetic,797,31174.27,24845893.19,4892,Hyderabad,32,Phase 2,93.96,Approved,78,4.4,Online,India,2779924.68
149,Azithromycin,Cipla,south ,2025-01-07 04:00:00,2023-12-27,Gastrointestinal,530,36580.46,19387643.8,4531,Hyderabad,27,Phase 3,79.85,Rejected,24,1.7,Online,India,333947.67
150,Ibuprofen,Sun Pharma,souTh,2025-01-07 05:00:00,2015-10-06,Antibiotic,169,11330.98,1914935.62,1362,Ahmedabad,45,Phase 1,57.93,Pending,25,1.9,Hospital,India,60921.6
151,Ibuprofen,Zydus,SOUTH,2025-01-07 06:00:00,2024-11-06,Antidiabetic,880,10728.07,9440701.6,3073,Mumbai,42,Phase 2,70.32,Approved,18,3.9,Retail Pharmacy,India,1501192.35
152,Amlodipine,Aurobindo,Central,2025-01-07 07:00:00,2019-10-18,Antibiotic,217,2734.52,593390.84,2286,Ahmedabad,20,Phase 4,73.55,Approved,94,3.2,Hospital,India,3184870.8
153,Amlodipine,Torrent,EAST,2025-01-07 08:00:00,2024-03-07,Vaccine,237,26038.65,6171160.050000001,3107,Pune,3,Phase 2,66.93,Approved,65,4.0,Retail Pharmacy,India,1104480.7
154,Amoxicillin,Aurobindo,West ,2025-01-07 09:00:00,2015-08-10,Antibiotic,501,4457.6,2233257.6,1726,Mumbai,48,Phase 2,72.35,Approved,73,3.5,Retail Pharmacy,India,2134240.73
155,Paracetamol,Cadila,south ,2025-01-07 10:00:00,2015-11-28,Antibiotic,257,2694.69,692535.33,4677,Pune,25,Phase 4,92.66,Pending,95,2.2,Hospital,India,4287188.74
156,Amoxicillin,Biocon,WEST,2025-01-07 11:00:00,2016-01-30,Vaccine,404,10457.37,4224777.48,3059,Bangalore,13,Phase 2,99.9,Approved,34,1.3,Distributor,India,3363507.03
157,Amoxicillin,Cadila,south ,2025-01-07 12:00:00,2022-11-03,Gastrointestinal,419,5553.09,2326744.71,4112,Pune,41,Phase 1,50.95,Pending,85,4.4,Online,India,4061171.18
158,Losartan,Cipla,Central,2025-01-07 13:00:00,2020-07-04,Antidiabetic,950,39432.51,37460884.5,3422,Pune,35,Phase 1,93.9,Pending,52,3.5,Distributor,India,2932861.0
159,Amlodipine,Aurobindo,SOUTH,2025-01-07 14:00:00,2018-09-25,Vaccine,141,39681.01,5595022.41,4029,Hyderabad,38,Phase 4,89.93,Pending,87,4.8,Retail Pharmacy,India,3355018.27
160,Azithromycin,Aurobindo,East Zone,2025-01-07 15:00:00,2022-09-07,Analgesic,820,10241.51,8398038.2,1022,Hyderabad,22,Phase 3,94.8,Approved,12,3.8,Distributor,India,4940924.58
161,Azithromycin,Zydus,Central,2025-01-07 16:00:00,2023-11-05,Antibiotic,525,23782.03,12485565.75,1333,Pune,5,Phase 2,69.41,Pending,20,2.3,Hospital,India,2634479.03
162,Amlodipine,Glenmark,West ,2025-01-07 17:00:00,2019-06-26,Analgesic,656,31458.93,20637058.08,4598,Mumbai,37,Phase 4,92.13,Approved,96,3.7,Retail Pharmacy,India,3505291.45
163,Atorvastatin,Torrent,WEST,2025-01-07 18:00:00,2021-05-26,Vaccine,464,11729.84,5442645.76,2791,Hyderabad,48,Phase 2,96.02,Approved,23,2.6,Retail Pharmacy,India,1745466.85
164,Paracetamol,Zydus,WEST,2025-01-07 19:00:00,2022-12-07,Cardiovascular,189,5015.77,947980.53,4094,Pune,46,Phase 2,62.38,Pending,92,3.9,Hospital,India,3027356.16
165,Atorvastatin,Glenmark,East Zone,2025-01-07 20:00:00,2024-10-15,Gastrointestinal,106,30744.08,3258872.48,4172,Bangalore,35,Phase 3,80.71,Rejected,34,2.9,Online,India,331781.69
166,Amlodipine,Glenmark,EAST,2025-01-07 21:00:00,2018-06-26,Antibiotic,431,25307.02,10907325.62,4207,Hyderabad,41,Phase 4,57.31,Rejected,70,2.2,Retail Pharmacy,India,2335971.35
167,Ibuprofen,Torrent,Central,2025-01-07 22:00:00,2018-01-16,Antibiotic,325,10192.23,3312474.75,2156,Ahmedabad,30,Phase 4,57.7,Pending,15,3.7,Online,India,4680904.43
168,Azithromycin,Aurobindo,north,2025-01-07 23:00:00,2016-07-25,Gastrointestinal,77,29060.76,2237678.52,1959,Hyderabad,29,Phase 2,84.4,Pending,82,3.8,Distributor,India,1881108.59
169,Ciprofloxacin,Zydus, east,2025-01-08 00:00:00,2019-06-16,Vaccine,64,24440.17,1564170.88,4068,Mumbai,26,Phase 4,89.31,Rejected,15,3.3,Retail Pharmacy,India,4556649.6
170,Losartan,Biocon,south ,2025-01-08 01:00:00,2015-01-18,Antidiabetic,949,8077.12,7665186.88,4735,Mumbai,19,Phase 3,81.52,Pending,96,2.3,Retail Pharmacy,India,1002541.09
171,Paracetamol,Sun Pharma, North Region,2025-01-08 02:00:00,2022-12-02,Gastrointestinal,307,14302.86,4390978.0200000005,3238,Pune,15,Phase 3,74.04,Approved,76,2.7,Retail Pharmacy,India,1129408.68
172,Paracetamol,Glenmark, North Region,2025-01-08 03:00:00,2016-07-28,Cardiovascular,620,33203.62,20586244.4,1970,Bangalore,1,Phase 4,99.16,Rejected,26,4.3,Online,India,3075235.6
173,Losartan,Cipla,East Zone,2025-01-08 04:00:00,2022-07-25,Antibiotic,146,13139.8,1918410.8,4200,Bangalore,14,Phase 3,70.14,Approved,35,2.1,Online,India,4020762.55
174,Ciprofloxacin,Lupin,Central,2025-01-08 05:00:00,2022-03-09,Vaccine,785,15736.99,12353537.15,3581,Pune,26,Phase 4,59.3,Approved,46,1.5,Retail Pharmacy,India,3209435.73
175,Paracetamol,Sun Pharma,SOUTH,2025-01-08 06:00:00,2019-07-15,Analgesic,42,34588.18,1452703.56,4004,Ahmedabad,6,Phase 2,50.04,Pending,30,5.0,Distributor,India,1791674.6
176,Azithromycin,Zydus,souTh,2025-01-08 07:00:00,2018-04-27,Vaccine,591,37566.28,22201671.48,1478,Hyderabad,21,Phase 1,88.0,Pending,12,4.6,Online,India,2538761.76
177,Ciprofloxacin,Torrent,East Zone,2025-01-08 08:00:00,2019-06-06,Vaccine,80,4432.41,354592.8,3086,Bangalore,5,Phase 4,78.32,Approved,34,1.3,Retail Pharmacy,India,1854123.47
178,Ciprofloxacin,Cipla, North Region,2025-01-08 09:00:00,2016-11-18,Analgesic,526,37399.5,19672137.0,1669,Pune,28,Phase 1,52.93,Approved,11,2.3,Hospital,India,3156568.66
179,Atorvastatin,Glenmark,south ,2025-01-08 10:00:00,2020-06-05,Gastrointestinal,342,23900.9,8174107.800000001,1845,Hyderabad,29,Phase 3,97.28,Pending,79,3.5,Hospital,India,3777780.54
180,Metformin,Sun Pharma, east,2025-01-08 11:00:00,2020-02-12,Vaccine,676,18907.53,12781490.28,2416,Mumbai,32,Phase 3,78.04,Pending,39,4.8,Online,India,882897.37
181,Amlodipine,Dr. Reddy's,NORTH ,2025-01-08 12:00:00,2017-12-15,Analgesic,624,20364.44,12707410.56,1138,Mumbai,19,Phase 2,77.87,Pending,17,3.2,Hospital,India,161186.23
182,Losartan,Torrent,Central,2025-01-08 13:00:00,2024-10-29,Analgesic,125,5330.03,666253.75,4449,Ahmedabad,35,Phase 2,79.23,Approved,21,1.8,Retail Pharmacy,India,2076364.54
183,Ibuprofen,Cipla,West ,2025-01-08 14:00:00,2016-05-16,Cardiovascular,466,9459.48,4408117.68,4510,Hyderabad,13,Phase 4,86.54,Rejected,69,2.7,Distributor,India,3549879.59
184,Amoxicillin,Sun Pharma,south ,2025-01-08 15:00:00,2020-04-12,Antidiabetic,308,17875.63,5505694.04,4495,Ahmedabad,9,Phase 4,72.71,Rejected,17,3.6,Retail Pharmacy,India,604661.38
185,Azithromycin,Cipla,souTh,2025-01-08 16:00:00,2016-10-29,Gastrointestinal,778,29329.14,22818070.92,2504,Bangalore,6,Phase 4,79.72,Rejected,14,2.5,Distributor,India,3828101.41
186,Omeprazole,Dr. Reddy's,East Zone,2025-01-08 17:00:00,2024-12-14,Gastrointestinal,272,29221.71,7948305.12,4019,Mumbai,34,Phase 4,88.61,Approved,55,2.5,Hospital,India,935395.47
187,Amoxicillin,Cipla,Central,2025-01-08 18:00:00,2018-02-06,Antibiotic,764,12554.37,9591538.68,2841,Ahmedabad,5,Phase 3,69.06,Approved,88,1.7,Online,India,3707708.53
188,Azithromycin,Biocon,EAST,2025-01-08 19:00:00,2023-12-04,Antibiotic,723,25194.72,18215782.56,1764,Pune,45,Phase 4,78.4,Rejected,36,3.8,Hospital,India,614596.26
189,Ibuprofen,Biocon,south ,2025-01-08 20:00:00,2023-03-02,Analgesic,611,13789.99,8425683.89,1273,Hyderabad,42,Phase 2,67.88,Rejected,14,2.6,Distributor,India,3660094.34
190,Amoxicillin,Zydus, North Region,2025-01-08 21:00:00,2024-01-14,Antidiabetic,776,20015.59,15532097.84,1326,Mumbai,3,Phase 3,71.4,Rejected,65,3.9,Online,India,1397163.29
191,Omeprazole,Sun Pharma,East Zone,2025-01-08 22:00:00,2020-08-07,Vaccine,512,38670.88,19799490.56,4242,Bangalore,4,Phase 1,98.76,Rejected,57,4.8,Distributor,India,465242.49
192,Amlodipine,Glenmark,West ,2025-01-08 23:00:00,2019-03-15,Vaccine,892,21453.98,19136950.16,3992,Ahmedabad,42,Phase 1,63.43,Rejected,68,3.9,Retail Pharmacy,India,3741568.73
193,Metformin,Dr. Reddy's,souTh,2025-01-09 00:00:00,2015-09-18,Cardiovascular,982,16152.49,15861745.18,3015,Pune,30,Phase 2,54.69,Rejected,12,1.3,Retail Pharmacy,India,4961945.25
194,Metformin,Lupin,Central,2025-01-09 01:00:00,2018-08-05,Vaccine,913,4489.35,4098776.55,4732,Pune,6,Phase 4,87.33,Approved,50,1.2,Distributor,India,3691440.08
195,Omeprazole,Biocon,west region,2025-01-09 02:00:00,2023-10-19,Antibiotic,155,29163.01,4520266.55,3462,Bangalore,34,Phase 2,75.73,Approved,78,1.4,Distributor,India,2565630.68
196,Amoxicillin,Glenmark,SOUTH,2025-01-09 03:00:00,2022-04-15,Analgesic,404,32607.55,13173450.2,4995,Bangalore,46,Phase 3,72.92,Rejected,92,2.3,Retail Pharmacy,India,2176925.64
197,Ibuprofen,Biocon,WEST,2025-01-09 04:00:00,2024-06-05,Cardiovascular,69,31621.97,2181915.93,2491,Ahmedabad,34,Phase 4,92.13,Rejected,13,2.7,Hospital,India,528338.15
198,Omeprazole,Cadila,north,2025-01-09 05:00:00,2020-06-11,Gastrointestinal,772,32710.95,25252853.4,2096,Ahmedabad,49,Phase 3,91.76,Rejected,45,2.9,Distributor,India,640980.63
199,Metformin,Dr. Reddy's,SOUTH,2025-01-09 06:00:00,2016-02-27,Gastrointestinal,814,12963.84,10552565.76,1739,Hyderabad,44,Phase 2,81.69,Pending,53,2.4,Distributor,India,2460934.08
200,Ciprofloxacin,Zydus,Central,2025-01-09 07:00:00,2016-04-25,Gastrointestinal,586,27015.37,15831006.82,2186,Bangalore,19,Phase 4,86.85,Approved,37,2.3,Online,India,1867232.45
201,Amlodipine,Biocon,NORTH ,2025-01-09 08:00:00,2015-09-03,Vaccine,96,15263.61,1465306.56,2843,Hyderabad,5,Phase 4,55.22,Rejected,48,3.1,Retail Pharmacy,India,273442.76
202,Metformin,Zydus,SOUTH,2025-01-09 09:00:00,2019-05-22,Antibiotic,558,35688.84,19914372.72,3926,Hyderabad,47,Phase 4,53.08,Rejected,40,1.6,Retail Pharmacy,India,3544491.17
203,Losartan,Biocon,NORTH ,2025-01-09 10:00:00,2015-05-26,Antidiabetic,131,5390.2,706116.2,3580,Hyderabad,30,Phase 2,51.22,Approved,68,4.1,Hospital,India,4532995.79
204,Azithromycin,Glenmark,West ,2025-01-09 11:00:00,2016-07-03,Gastrointestinal,691,25737.71,17784757.61,2671,Pune,32,Phase 4,77.82,Approved,37,2.8,Online,India,2764440.79
205,Losartan,Glenmark,souTh,2025-01-09 12:00:00,2017-05-20,Antidiabetic,292,2767.51,808112.92,3338,Bangalore,31,Phase 2,81.57,Pending,37,3.0,Retail Pharmacy,India,2913385.94
206,Ciprofloxacin,Cadila,souTh,2025-01-09 13:00:00,2019-04-17,Analgesic,500,27979.6,13989800.0,1988,Pune,39,Phase 4,86.21,Rejected,54,3.7,Retail Pharmacy,India,462211.26
207,Azithromycin,Cadila, east,2025-01-09 14:00:00,2023-11-09,Antibiotic,186,22325.8,4152598.8,2181,Hyderabad,18,Phase 1,55.15,Approved,13,1.0,Distributor,India,1970879.11
208,Omeprazole,Cipla,West ,2025-01-09 15:00:00,2023-11-12,Cardiovascular,966,11211.31,10830125.46,3543,Hyderabad,25,Phase 4,70.55,Rejected,51,4.9,Distributor,India,2166293.88
209,Ibuprofen,Aurobindo,NORTH ,2025-01-09 16:00:00,2018-07-01,Antibiotic,987,825.22,814492.14,2353,Pune,34,Phase 3,53.07,Pending,22,1.7,Distributor,India,2542204.55
210,Omeprazole,Biocon, east,2025-01-09 17:00:00,2017-11-17,Antidiabetic,330,20718.03,6836949.899999999,4713,Mumbai,7,Phase 3,73.99,Pending,38,4.6,Retail Pharmacy,India,3182145.82
211,,Glenmark,west region,2025-01-09 18:00:00,2016-06-29,Vaccine,710,23325.72,16561261.2,3468,Mumbai,10,Phase 2,72.19,Pending,56,4.2,Distributor,India,1624675.11
212,Atorvastatin,Aurobindo,south ,2025-01-09 19:00:00,2017-05-03,Vaccine,797,33206.59,26465652.23,4462,Mumbai,24,Phase 1,57.98,Approved,31,2.9,Online,India,3542533.25
213,Ibuprofen,Dr. Reddy's,East Zone,2025-01-09 20:00:00,2017-12-21,Gastrointestinal,836,22324.47,18663256.92,1816,Ahmedabad,9,Phase 3,76.08,Pending,85,1.2,Hospital,India,1096607.02
214,Amoxicillin,Glenmark,EAST,2025-01-09 21:00:00,2018-03-28,Cardiovascular,649,22465.65,14580206.85,3731,Bangalore,46,Phase 3,66.95,Rejected,64,2.4,Hospital,India,3361063.35
215,Metformin,Cadila, North Region,2025-01-09 22:00:00,2020-03-02,Vaccine,858,29129.77,24993342.66,3047,Pune,18,Phase 1,65.79,Approved,60,3.7,Distributor,India,1558034.42
216,Amoxicillin,Dr. Reddy's,NORTH ,2025-01-09 23:00:00,2017-08-29,Antibiotic,204,17271.72,3523430.8800000004,4899,Hyderabad,32,Phase 1,54.48,Rejected,27,2.0,Hospital,India,2654384.68
217,Ciprofloxacin,Torrent, North Region,2025-01-10 00:00:00,2019-12-22,Vaccine,887,2084.87,1849279.69,1614,Bangalore,3,Phase 4,72.13,Pending,13,1.2,Retail Pharmacy,India,988309.1
218,Metformin,Lupin,West ,2025-01-10 01:00:00,2020-07-08,Cardiovascular,79,14935.73,1179922.67,3863,Bangalore,33,Phase 1,94.94,Pending,81,4.0,Distributor,India,3348126.78
219,Amoxicillin,Biocon,SOUTH,2025-01-10 02:00:00,2023-10-02,Analgesic,777,9644.69,7493924.130000001,1916,Pune,14,Phase 2,73.06,Approved,71,3.1,Online,India,1858900.54
220,Amlodipine,Glenmark,SOUTH,2025-01-10 03:00:00,2022-05-22,Vaccine,797,36735.23,29277978.31,3781,Hyderabad,15,Phase 1,59.16,Pending,13,4.1,Retail Pharmacy,India,4219432.96
221,Ciprofloxacin,Aurobindo,north,2025-01-10 04:00:00,2016-05-05,Cardiovascular,178,30605.42,5447764.76,4032,Bangalore,40,Phase 4,85.94,Approved,12,3.0,Hospital,India,4593404.03
222,Atorvastatin,Dr. Reddy's,NORTH ,2025-01-10 05:00:00,2024-08-07,Antibiotic,679,2952.44,2004706.76,1322,Hyderabad,46,Phase 4,99.53,Pending,33,1.9,Distributor,India,4455032.25
223,Omeprazole,Sun Pharma,Central,2025-01-10 06:00:00,2016-11-21,Analgesic,820,1006.68,825477.6,4059,Pune,4,Phase 1,78.82,Approved,90,1.8,Online,India,3177298.7
224,Omeprazole,Dr. Reddy's,East Zone,2025-01-10 07:00:00,2017-03-26,Vaccine,356,30654.09,10912856.04,2532,Mumbai,13,Phase 3,95.13,Pending,47,1.3,Distributor,India,1888003.69
225,Amlodipine,Cadila,NORTH ,2025-01-10 08:00:00,2017-06-28,Analgesic,318,34615.93,11007865.74,2489,Pune,47,Phase 3,74.38,Rejected,60,3.1,Hospital,India,4026900.22
226,Amoxicillin,Dr. Reddy's,souTh,2025-01-10 09:00:00,2022-02-23,Cardiovascular,459,36382.91,16699755.69,3706,Ahmedabad,1,Phase 2,70.43,Pending,74,3.2,Online,India,1606277.54
227,Azithromycin,Glenmark,west region,2025-01-10 10:00:00,2022-03-05,Vaccine,824,24164.42,19911482.08,1290,Pune,1,Phase 3,55.06,Approved,17,3.1,Hospital,India,1320859.77
228,Omeprazole,Sun Pharma,souTh,2025-01-10 11:00:00,2023-07-23,Antibiotic,887,11520.55,10218727.85,4675,Ahmedabad,29,Phase 3,54.45,Approved,70,4.3,Online,India,3044134.4
229,Omeprazole,Dr. Reddy's,EAST,2025-01-10 12:00:00,2015-10-13,Vaccine,149,39388.4,5868871.600000001,2605,Hyderabad,39,Phase 2,50.71,Rejected,44,4.4,Online,India,976258.94
230,Losartan,Biocon,south ,2025-01-10 13:00:00,2016-08-26,Gastrointestinal,234,32945.49,7709244.659999999,1503,Mumbai,19,Phase 1,95.89,Pending,89,2.9,Distributor,India,345347.09
231,Amlodipine,Zydus, North Region,2025-01-10 14:00:00,2022-01-23,Antibiotic,769,35483.74,27286996.06,2596,Pune,17,Phase 4,68.89,Approved,10,1.9,Distributor,India,3415788.77
232,Ibuprofen,Aurobindo,SOUTH,2025-01-10 15:00:00,2018-11-06,Gastrointestinal,357,19238.53,6868155.21,1896,Pune,35,Phase 2,90.38,Rejected,18,4.7,Retail Pharmacy,India,695462.63
233,Amlodipine,Lupin,West ,2025-01-10 16:00:00,2016-08-06,Antidiabetic,605,3532.4,2137102.0,1702,Pune,25,Phase 1,54.71,Approved,65,2.2,Hospital,India,3361601.98
234,Atorvastatin,Lupin,SOUTH,2025-01-10 17:00:00,2024-04-24,Antibiotic,864,24200.28,20909041.92,4746,Bangalore,41,Phase 3,77.96,Pending,12,1.1,Hospital,India,4411031.67
235,Amoxicillin,Glenmark,EAST,2025-01-10 18:00:00,2016-06-12,Gastrointestinal,774,22733.63,17595829.62,2135,Pune,32,Phase 4,91.47,Approved,76,2.2,Retail Pharmacy,India,2097545.76
236,Metformin,Aurobindo,Central,2025-01-10 19:00:00,2018-12-24,Antibiotic,229,14044.89,3216279.81,3188,Pune,9,Phase 1,82.95,Rejected,15,2.8,Hospital,India,3119717.09
237,Paracetamol,Lupin,Central,2025-01-10 20:00:00,2015-04-04,Antibiotic,408,6317.48,2577531.84,4334,Mumbai,27,Phase 3,93.36,Approved,81,2.0,Online,India,611117.28
238,,Dr. Reddy's,EAST,2025-01-10 21:00:00,2018-12-27,Antidiabetic,979,12861.18,12591095.22,2404,Pune,16,Phase 2,97.46,Pending,74,4.8,Distributor,India,2108162.58
239,Ciprofloxacin,Zydus, east,2025-01-10 22:00:00,2020-07-19,Gastrointestinal,134,15790.23,2115890.82,3414,Hyderabad,8,Phase 4,96.48,Pending,12,4.8,Online,India,385600.33
240,Amlodipine,Cipla,Central,2025-01-10 23:00:00,2016-10-14,Cardiovascular,215,14150.43,3042342.45,4722,Hyderabad,10,Phase 2,71.7,Pending,23,4.4,Hospital,India,248538.09
241,Azithromycin,Cadila,SOUTH,2025-01-11 00:00:00,2018-02-20,Antidiabetic,589,841.99,495932.11,2782,Mumbai,37,Phase 4,78.29,Rejected,90,4.7,Online,India,441478.59
242,Amlodipine,Cipla,Central,2025-01-11 01:00:00,2016-08-24,Antibiotic,98,927.43,90888.14,2944,Bangalore,22,Phase 4,66.17,Pending,27,2.2,Retail Pharmacy,India,830571.62
243,Omeprazole,Cadila,souTh,2025-01-11 02:00:00,2020-12-16,Antibiotic,357,39716.05,14178629.85,4957,Mumbai,43,Phase 2,95.14,Approved,70,3.2,Retail Pharmacy,India,735491.57
244,Azithromycin,Lupin,NORTH ,2025-01-11 03:00:00,2020-01-20,Cardiovascular,67,26630.82,1784264.94,2968,Bangalore,24,Phase 2,99.09,Rejected,27,2.8,Online,India,4825772.36
245,Azithromycin,Biocon,souTh,2025-01-11 04:00:00,2024-10-10,Gastrointestinal,520,24072.98,12517949.6,3662,Ahmedabad,12,Phase 2,81.73,Pending,96,4.9,Hospital,India,4319801.06
246,Azithromycin,Aurobindo,WEST,2025-01-11 05:00:00,2016-12-05,Cardiovascular,831,17338.45,14408251.95,4864,Mumbai,34,Phase 4,86.27,Rejected,48,4.9,Hospital,India,4869385.36
247,Ibuprofen,Lupin,West ,2025-01-11 06:00:00,2020-05-17,Antidiabetic,265,36390.69,9643532.85,1305,Pune,13,Phase 2,79.92,Approved,43,3.7,Online,India,3746581.39
248,Omeprazole,Zydus,NORTH ,2025-01-11 07:00:00,2017-04-01,Vaccine,716,30662.9,21954636.4,3265,Mumbai,40,Phase 4,78.85,Approved,34,1.9,Distributor,India,1605065.54
249,Amoxicillin,Aurobindo,north,2025-01-11 08:00:00,2016-03-28,Cardiovascular,731,19939.78,14575979.18,4239,Mumbai,21,Phase 2,76.25,Pending,80,4.3,Retail Pharmacy,India,4992530.3
250,Ciprofloxacin,Cadila,West ,2025-01-11 09:00:00,2016-12-14,Cardiovascular,648,26085.84,16903624.32,2751,Mumbai,49,Phase 3,89.74,Pending,47,1.1,Hospital,India,1772259.12
251,Paracetamol,Lupin,west region,2025-01-11 10:00:00,2015-04-27,Antidiabetic,772,12764.88,9854487.36,1335,Hyderabad,15,Phase 4,63.96,Rejected,51,2.2,Hospital,India,1044026.55
252,,Cipla,Central,2025-01-11 11:00:00,2022-01-05,Gastrointestinal,932,5803.97,5409300.04,3248,Mumbai,25,Phase 3,88.0,Pending,51,3.0,Hospital,India,4045801.65
253,Paracetamol,Cadila,south ,2025-01-11 12:00:00,2024-12-04,Cardiovascular,643,14346.96,9225095.28,2824,Mumbai,15,Phase 4,91.97,Rejected,75,4.5,Hospital,India,946163.36
254,Omeprazole,Sun Pharma,NORTH ,2025-01-11 13:00:00,2018-04-06,Antidiabetic,459,6198.93,2845308.87,4749,Bangalore,41,Phase 3,94.02,Rejected,44,3.0,Online,India,4238854.33
255,Paracetamol,Cipla,NORTH ,2025-01-11 14:00:00,2022-11-28,Gastrointestinal,876,4803.59,4207944.84,2260,Pune,34,Phase 4,61.65,Approved,35,3.9,Online,India,4820858.99
256,Atorvastatin,Lupin, North Region,2025-01-11 15:00:00,2023-12-04,Antibiotic,812,12542.38,10184412.56,3179,Mumbai,33,Phase 3,98.1,Approved,56,1.6,Hospital,India,1217290.03
257,Ibuprofen,Torrent,EAST,2025-01-11 16:00:00,2023-11-18,Cardiovascular,392,36716.62,14392915.04,2321,Bangalore,22,Phase 2,65.59,Rejected,91,1.6,Online,India,1194476.48
258,Azithromycin,Glenmark, east,2025-01-11 17:00:00,2018-08-02,Antibiotic,36,5818.22,209455.92,2631,Ahmedabad,49,Phase 4,73.3,Approved,37,3.4,Retail Pharmacy,India,2591637.54
259,Amlodipine,Cadila,East Zone,2025-01-11 18:00:00,2019-06-05,Gastrointestinal,398,1632.88,649886.24,3689,Bangalore,38,Phase 3,53.18,Pending,58,4.4,Retail Pharmacy,India,2249038.36
260,Paracetamol,Torrent,west region,2025-01-11 19:00:00,2024-06-07,Gastrointestinal,686,23930.91,16416604.26,3537,Hyderabad,48,Phase 2,50.25,Pending,25,1.4,Distributor,India,4957367.3
